,AREA,BFIHOST,FARL,FPEXT,LDP,PROPWET,RMED-1D,SAAR,Index flood
0,0.4139204508280738,0.3827763496143959,0.10025288039019284,0.35729292929292933,0.5961652892561984,0.10049443757725587,0.41977715877437316,0.2928384279475983,0.24738209980014184
1,0.10519394417862143,0.4269922879177378,0.10028428910107666,0.24771717171717175,0.1395702479338843,0.1004238036376479,0.3796657381615599,0.22716157205240176,0.10760669847205209
2,0.12241404127065823,0.5699228791773779,0.10027381953078206,0.5648080808080809,0.19269421487603305,0.10014126787921597,0.2938718662952646,0.11327510917030569,0.10295999613177745
3,0.1597957839549521,0.3724935732647815,0.10021261281213666,0.17595959595959598,0.23378512396694218,0.10044734828418389,0.4164345403899721,0.3137991266375546,0.1648966862226807
4,0.22375614458251736,0.36940874035989724,0.10028187304639329,0.4574949494949495,0.29570247933884297,0.10082406262875979,0.39303621169916425,0.3078602620087336,0.2617456966024112
5,0.11144866029563784,0.2686375321336761,0.10025449109331508,0.4381010101010101,0.16829752066115705,0.10030608040496793,0.3919220055710305,0.191528384279476,0.1159245857778351
6,0.2483021978740944,0.5318766066838047,0.10025851785112071,0.6213737373737374,0.26955371900826447,0.10028253575843193,0.31281337047353763,0.14751091703056768,0.13070079298562312
7,0.11200870600653387,0.3251928020565552,0.10028589980419891,0.2923232323232323,0.18191735537190082,0.10018835717228795,0.3384401114206128,0.1223580786026201,0.10797982157823481
8,0.11246232558545277,0.31182519280205656,0.10028589980419891,0.18533333333333335,0.16922314049586779,0.10101241980104775,0.5757660167130918,0.5496069868995633,0.14545161498291537
9,0.21520018144783157,0.34884318766066835,0.10016026496066362,0.3336969696969697,0.315404958677686,0.10096533050797575,0.5947075208913648,0.5373799126637555,0.26356053768293475
10,0.47872524174870346,0.22544987146529563,0.10025449109331508,0.2554747474747475,0.4043966942148761,0.10068279474954382,0.3841225626740947,0.26,0.8095287215524467
11,0.13540675282530848,0.32005141388174807,0.10024563222614273,0.4335757575757576,0.19864462809917355,0.10018835717228795,0.364066852367688,0.13703056768558952,0.11219940767842178
12,0.13178128557533358,0.7827763496143958,0.10026093390580407,0.2661414141414141,0.21907438016528924,0.10032962505150392,0.39972144846796653,0.23414847161572053,0.10646960221778093
13,0.10687059192993323,0.22236503856041132,0.10028428910107666,0.1733737373737374,0.13269421487603306,0.10094178586143976,0.41197771587743726,0.2994759825327511,0.12399103861775515
14,0.10817910994604545,0.6141388174807197,0.10028106769483217,0.17305050505050507,0.1337190082644628,0.1003767143445759,0.41532033426183834,0.22786026200873363,0.11034427180710464
15,0.27570954389423685,0.34164524421593834,0.10023274660116474,0.2402828282828283,0.40109090909090916,0.1007769733356878,0.47994428969359326,0.38262008733624453,0.27958626136290377
16,0.10749519119629079,0.24087403598971724,0.10028589980419891,0.14008080808080808,0.14300826446280993,0.10087115192183178,0.375208913649025,0.1834934497816594,0.10854071304235705
17,0.10102587812463198,0.3817480719794344,0.10028589980419891,0.1,0.11173553719008265,0.10051798222379187,0.4242339832869081,0.3375545851528384,0.10470835213719297
18,0.12266004265768733,0.4907455012853471,0.10024563222614273,0.2111919191919192,0.16036363636363637,0.10075342868915181,0.4242339832869081,0.254061135371179,0.1418203210624718
19,0.12538699420326518,0.36632390745501286,0.10028106769483217,0.24125252525252527,0.19748760330578513,0.10091824121490377,0.383008356545961,0.3193886462882096,0.16674456837083362
20,0.8551370236449205,0.4547557840616967,0.10026415531204858,0.4335757575757576,0.828198347107438,0.1003767143445759,0.37075208913649016,0.22366812227074237,0.3714823351170138
21,0.1479685257799858,0.4269922879177378,0.10027704093702655,0.3508282828282828,0.22198347107438018,0.10098887515451174,0.3362116991643454,0.3047161572052402,0.1704725678550706
22,0.1148717434257874,0.36015424164524423,0.10022952519492025,0.3378989898989899,0.17689256198347109,0.10091824121490377,0.5467966573816155,0.5468122270742358,0.15774047450196638
23,0.13393248919382206,0.36735218508997436,0.10027462488234318,0.22024242424242424,0.21464462809917356,0.10056507151686386,0.41532033426183834,0.2114410480349345,0.13475114434917157
24,0.10738004161087292,0.3334190231362467,0.10028509445263778,0.19406060606060607,0.1462809917355372,0.10115368768026371,0.5222841225626741,0.5436681222707423,0.1336551479595126
25,0.11921427854859182,0.373521850899743,0.10028589980419891,0.16723232323232323,0.19332231404958677,0.10068279474954382,0.4476323119777158,0.3235807860262009,0.12399829153503966
26,0.11365918339752341,0.41156812339331617,0.10016509707003035,0.2936161616161616,0.16773553719008266,0.10063570545647184,0.7139275766016712,0.693886462882096,0.13658532654245376
27,0.18078266824270392,0.389974293059126,0.10028187304639329,0.18694949494949498,0.22674380165289254,0.10103596444758374,0.6381615598885793,0.5461135371179039,0.35195021275224037
28,0.10430589661835328,0.3827763496143959,0.1002826783979544,0.5059797979797981,0.1259504132231405,0.10025899111189594,0.35515320334261835,0.12026200873362446,0.10254416220746568
